title,url,category,text,cluster
Video,https://edition.cnn.com/2025/05/05/business/video/tourism-comeback-middle-east-spc,Business,Video,1
Video,https://edition.cnn.com/2025/05/05/business/video/middle-east-future-proofing-tourism-spc,Business,Video,1
Video,https://edition.cnn.com/2025/05/03/business/video/warren-buffett-comments-trade-tariffs-jack-buffington-supply-chain-expert-digvid,Business,Video,1
Video,https://edition.cnn.com/2025/05/02/business/video/kentucky-derby-hats-business-digvid,Business,Video,1
Video,https://edition.cnn.com/2025/05/01/business/video/the-lead-cara-rank-president-trump-tariffs-wedding-ceremonies-stationery-business-jake-tapper,Business,Video,1
Video,https://edition.cnn.com/2025/05/02/business/video/the-lead-jeffrey-schwab-victor-schwartz-president-trump-tariffs-wine-spirits-liquor-jake-tapper,Business,Video,1
Video,https://edition.cnn.com/2025/05/02/business/video/mme-clicks-may-2nd,Business,Video,1
Video,https://edition.cnn.com/2025/05/02/business/video/anderson-intelligent-futures-longevity-05029aseg1-ctw-cnni-business-fast,Business,Video,1
Video,https://edition.cnn.com/2025/04/30/business/video/how-rich-is-the-ivy-league-digvid,Business,Video,1
Video,https://edition.cnn.com/2025/05/05/business/video/tourism-comeback-middle-east-spc,Business,Video,1
Video,https://edition.cnn.com/2025/05/05/business/video/middle-east-future-proofing-tourism-spc,Business,Video,1
Video,https://edition.cnn.com/2025/05/03/business/video/warren-buffett-comments-trade-tariffs-jack-buffington-supply-chain-expert-digvid,Business,Video,1
